"genus","family","order"
"Tonduzia","Apocynaceae","Gentianales"
"Toxocarpus","Apocynaceae","Gentianales"
"Trachelospermum","Apocynaceae","Gentianales"
"Trachycalymma","Apocynaceae","Gentianales"
"Trichocaulon","Apocynaceae","Gentianales"
"Trichosacme","Apocynaceae","Gentianales"
"Tridentea","Apocynaceae","Gentianales"
"Triodoglossum","Apocynaceae","Gentianales"
"Triplosperma","Apocynaceae","Gentianales"
"Tromotriche","Apocynaceae","Gentianales"
"Tweedia","Apocynaceae","Gentianales"
"Tylophora","Apocynaceae","Gentianales"
"Tylophoropsis","Apocynaceae","Gentianales"
"Urceola","Apocynaceae","Gentianales"
"Vahadenia","Apocynaceae","Gentianales"
"Vailia","Apocynaceae","Gentianales"
"Vallariopsis","Apocynaceae","Gentianales"
"Vallaris","Apocynaceae","Gentianales"
"Vallesia","Apocynaceae","Gentianales"
"Vinca","Apocynaceae","Gentianales"
"Vincetoxicum","Apocynaceae","Gentianales"
"Voacanga","Apocynaceae","Gentianales"
"Widgrenia","Apocynaceae","Gentianales"
"Willughbeia","Apocynaceae","Gentianales"
"Wrightia","Apocynaceae","Gentianales"
"XGonostelma","Apocynaceae","Gentianales"
"Xysmalobium","Apocynaceae","Gentianales"
"Zygostelma","Apocynaceae","Gentianales"
"Gelsemium","Gelsemiaceae","Gentianales"
"Mostuea","Gelsemiaceae","Gentianales"
"Adenolisianthus","Gentianaceae","Gentianales"
"Aliopsis","Gentianaceae","Gentianales"
"Anthocleista","Gentianaceae","Gentianales"
"Aripuana","Gentianaceae","Gentianales"
"Bartonia","Gentianaceae","Gentianales"
"Belmontia","Gentianaceae","Gentianales"
"Bisgoeppertia","Gentianaceae","Gentianales"
"Blackstonia","Gentianaceae","Gentianales"
"Canscora","Gentianaceae","Gentianales"
"Celiantha","Gentianaceae","Gentianales"
"Centaurium","Gentianaceae","Gentianales"
"Chelonanthus","Gentianaceae","Gentianales"
"Chionogentias","Gentianaceae","Gentianales"
"Chironia","Gentianaceae","Gentianales"
"Chlora","Gentianaceae","Gentianales"
"Chorisepalum","Gentianaceae","Gentianales"
"Cicendia","Gentianaceae","Gentianales"
"Comastoma","Gentianaceae","Gentianales"
"Congolanthus","Gentianaceae","Gentianales"
"Coutoubea","Gentianaceae","Gentianales"
"Cracosna","Gentianaceae","Gentianales"
"Crawfurdia","Gentianaceae","Gentianales"
"Curtia","Gentianaceae","Gentianales"
"Deianira","Gentianaceae","Gentianales"
"Djaloniella","Gentianaceae","Gentianales"
"Duplipetala","Gentianaceae","Gentianales"
"Enicostema","Gentianaceae","Gentianales"
"Eustoma","Gentianaceae","Gentianales"
"Exaculum","Gentianaceae","Gentianales"
"Exacum","Gentianaceae","Gentianales"
"Fagraea","Gentianaceae","Gentianales"
"Faroa","Gentianaceae","Gentianales"
"Frasera","Gentianaceae","Gentianales"
"Geniostemon","Gentianaceae","Gentianales"
"Gentiana","Gentianaceae","Gentianales"
"Gentianella","Gentianaceae","Gentianales"
"Gentianopsis","Gentianaceae","Gentianales"
"Gentianothamnus","Gentianaceae","Gentianales"
"Gyrandra","Gentianaceae","Gentianales"
"Halenia","Gentianaceae","Gentianales"
"Helia","Gentianaceae","Gentianales"
"Hippion","Gentianaceae","Gentianales"
"Hoppea","Gentianaceae","Gentianales"
"Irlbachia","Gentianaceae","Gentianales"
"Ixanthus","Gentianaceae","Gentianales"
"Jaeschkea","Gentianaceae","Gentianales"
"Klackenbergia","Gentianaceae","Gentianales"
"Kurramiana","Gentianaceae","Gentianales"
"Lagenanthus","Gentianaceae","Gentianales"
"Lapithea","Gentianaceae","Gentianales"
"Latouchea","Gentianaceae","Gentianales"
"Lehmanniella","Gentianaceae","Gentianales"
"Leiphaimos","Gentianaceae","Gentianales"
"Lisianthius","Gentianaceae","Gentianales"
"Lomatogoniopsis","Gentianaceae","Gentianales"
"Lomatogonium","Gentianaceae","Gentianales"
"Macrocarpaea","Gentianaceae","Gentianales"
"Neblinantha","Gentianaceae","Gentianales"
"Neurotheca","Gentianaceae","Gentianales"
"Obolaria","Gentianaceae","Gentianales"
"Ophelia","Gentianaceae","Gentianales"
"Ornichia","Gentianaceae","Gentianales"
"Orphium","Gentianaceae","Gentianales"
"Pleurogynella","Gentianaceae","Gentianales"
"Potalia","Gentianaceae","Gentianales"
"Prepusa","Gentianaceae","Gentianales"
"Pterygocalyx","Gentianaceae","Gentianales"
"Purdieanthus","Gentianaceae","Gentianales"
"Pycnosphaera","Gentianaceae","Gentianales"
"Rogersonanthus","Gentianaceae","Gentianales"
"Sabatia","Gentianaceae","Gentianales"
"Saccifolium","Gentianaceae","Gentianales"
"Schenkia","Gentianaceae","Gentianales"
"Schinziella","Gentianaceae","Gentianales"
"Schultesia","Gentianaceae","Gentianales"
"Sebaea","Gentianaceae","Gentianales"
"Sipapoantha","Gentianaceae","Gentianales"
"Swertia","Gentianaceae","Gentianales"
"Symbolanthus","Gentianaceae","Gentianales"
"Tachia","Gentianaceae","Gentianales"
"Tachiadenus","Gentianaceae","Gentianales"
"Tapeinostemon","Gentianaceae","Gentianales"
"Tetrapollinia","Gentianaceae","Gentianales"
"Tripterospermum","Gentianaceae","Gentianales"
"Veratrilla","Gentianaceae","Gentianales"
"Voyria","Gentianaceae","Gentianales"
"Voyriella","Gentianaceae","Gentianales"
"Wurdackanthus","Gentianaceae","Gentianales"
"Xestaea","Gentianaceae","Gentianales"
"Zeltnera","Gentianaceae","Gentianales"
"Zygostigma","Gentianaceae","Gentianales"
"Phyllangium","Loganiaceae","Gentianales"
"Antonia","Loganiaceae","Gentianales"
"Bonyunia","Loganiaceae","Gentianales"
"Gardneria","Loganiaceae","Gentianales"
"Geniostoma","Loganiaceae","Gentianales"
"Labordia","Loganiaceae","Gentianales"
"Liesneria","Loganiaceae","Gentianales"
"Logania","Loganiaceae","Gentianales"
"Mitrasacme","Loganiaceae","Gentianales"
"Mitreola","Loganiaceae","Gentianales"
"Neuburgia","Loganiaceae","Gentianales"
"Norrisia","Loganiaceae","Gentianales"
"Spigelia","Loganiaceae","Gentianales"
"Strychnos","Loganiaceae","Gentianales"
"Usteria","Loganiaceae","Gentianales"
"Utania","Loganiaceae","Gentianales"
"Acranthera","Rubiaceae","Gentianales"
"Acrobotrys","Rubiaceae","Gentianales"
"Acrosynanthus","Rubiaceae","Gentianales"
"Acunaeanthus","Rubiaceae","Gentianales"
"Adenorandia","Rubiaceae","Gentianales"
"Adina","Rubiaceae","Gentianales"
"Adinauclea","Rubiaceae","Gentianales"
"Afrocanthium","Rubiaceae","Gentianales"
"Agathisanthemum","Rubiaceae","Gentianales"
"Agouticarpa","Rubiaceae","Gentianales"
"Aidia","Rubiaceae","Gentianales"
"Aidiopsis","Rubiaceae","Gentianales"
"Airosperma","Rubiaceae","Gentianales"
"Aitchisonia","Rubiaceae","Gentianales"
"Alberta","Rubiaceae","Gentianales"
"Aleisanthia","Rubiaceae","Gentianales"
"Aleisanthiopsis","Rubiaceae","Gentianales"
"Alibertia","Rubiaceae","Gentianales"
"Alleizettella","Rubiaceae","Gentianales"
"Allenanthus","Rubiaceae","Gentianales"
"Alseis","Rubiaceae","Gentianales"
"Amaioua","Rubiaceae","Gentianales"
"Amaracarpus","Rubiaceae","Gentianales"
"Amphiasma","Rubiaceae","Gentianales"
"Amphidasya","Rubiaceae","Gentianales"
"Ancylanthos","Rubiaceae","Gentianales"
"Anotis","Rubiaceae","Gentianales"
"Antherostele","Rubiaceae","Gentianales"
"Anthocephalus","Rubiaceae","Gentianales"
"Anthorrhiza","Rubiaceae","Gentianales"
"Anthospermopsis","Rubiaceae","Gentianales"
"Anthospermum","Rubiaceae","Gentianales"
"Antirhea","Rubiaceae","Gentianales"
"Aoranthe","Rubiaceae","Gentianales"
"Aphaenandra","Rubiaceae","Gentianales"
"Aphanocarpus","Rubiaceae","Gentianales"
"Apomuria","Rubiaceae","Gentianales"
"Appunia","Rubiaceae","Gentianales"
"Arachnothryx","Rubiaceae","Gentianales"
"Arcytophyllum","Rubiaceae","Gentianales"
"Argocoffeopsis","Rubiaceae","Gentianales"
"Argostemma","Rubiaceae","Gentianales"
"Asemnantha","Rubiaceae","Gentianales"
"Asperula","Rubiaceae","Gentianales"
"Astiella","Rubiaceae","Gentianales"
"Atractocarpus","Rubiaceae","Gentianales"
"Atractogyne","Rubiaceae","Gentianales"
"Augusta","Rubiaceae","Gentianales"
"Aulacocalyx","Rubiaceae","Gentianales"
"Badusa","Rubiaceae","Gentianales"
"Balmea","Rubiaceae","Gentianales"
"Bathysa","Rubiaceae","Gentianales"
"Batopedina","Rubiaceae","Gentianales"
"Bellizinca","Rubiaceae","Gentianales"
"Belonophora","Rubiaceae","Gentianales"
"Benkara","Rubiaceae","Gentianales"
"Benzonia","Rubiaceae","Gentianales"
"Berghesia","Rubiaceae","Gentianales"
"Bertiera","Rubiaceae","Gentianales"
"Bikkia","Rubiaceae","Gentianales"
"Blepharidium","Rubiaceae","Gentianales"
"Bobea","Rubiaceae","Gentianales"
"Boholia","Rubiaceae","Gentianales"
"Borojoa","Rubiaceae","Gentianales"
"Borreria","Rubiaceae","Gentianales"
"Bothriospora","Rubiaceae","Gentianales"
"Botryarrhena","Rubiaceae","Gentianales"
"Bouvardia","Rubiaceae","Gentianales"
"Brachytome","Rubiaceae","Gentianales"
"Bradea","Rubiaceae","Gentianales"
"Bremeria","Rubiaceae","Gentianales"
"Brenania","Rubiaceae","Gentianales"
"Breonadia","Rubiaceae","Gentianales"
"Breonia","Rubiaceae","Gentianales"
"Bruxanelia","Rubiaceae","Gentianales"
"Bullockia","Rubiaceae","Gentianales"
"Bungarimba","Rubiaceae","Gentianales"
"Burchellia","Rubiaceae","Gentianales"
"Burttdavya","Rubiaceae","Gentianales"
"Byrsophyllum","Rubiaceae","Gentianales"
"Callipeltis","Rubiaceae","Gentianales"
"Calochone","Rubiaceae","Gentianales"
"Calycophyllum","Rubiaceae","Gentianales"
"Calycosia","Rubiaceae","Gentianales"
"Calycosiphonia","Rubiaceae","Gentianales"
"Canephora","Rubiaceae","Gentianales"
"Canthium","Rubiaceae","Gentianales"
"Capirona","Rubiaceae","Gentianales"
"Carapichea","Rubiaceae","Gentianales"
"Carpacoce","Rubiaceae","Gentianales"
"Carphalea","Rubiaceae","Gentianales"
"Carterella","Rubiaceae","Gentianales"
"Casasia","Rubiaceae","Gentianales"
"Catesbaea","Rubiaceae","Gentianales"
"Catunaregam","Rubiaceae","Gentianales"
"Cephaelis","Rubiaceae","Gentianales"
"Cephalanthus","Rubiaceae","Gentianales"
"Ceratopyxis","Rubiaceae","Gentianales"
"Ceriscoides","Rubiaceae","Gentianales"
"Ceuthocarpus","Rubiaceae","Gentianales"
"Chaetostachydium","Rubiaceae","Gentianales"
"Chalepophyllum","Rubiaceae","Gentianales"
"Chamaepentas","Rubiaceae","Gentianales"
"Chapelieria","Rubiaceae","Gentianales"
"Chasalia","Rubiaceae","Gentianales"
"Chassalia","Rubiaceae","Gentianales"
"Chazaliella","Rubiaceae","Gentianales"
"Chimarrhis","Rubiaceae","Gentianales"
"Chiococca","Rubiaceae","Gentianales"
"Chione","Rubiaceae","Gentianales"
"Chomelia","Rubiaceae","Gentianales"
"Choulettia","Rubiaceae","Gentianales"
"Ciliosemina","Rubiaceae","Gentianales"
"Cinchona","Rubiaceae","Gentianales"
"Cinchonopsis","Rubiaceae","Gentianales"
"Cladoceras","Rubiaceae","Gentianales"
"Clarkella","Rubiaceae","Gentianales"
"Coccochondra","Rubiaceae","Gentianales"
"Coccocypselum","Rubiaceae","Gentianales"
"Coddia","Rubiaceae","Gentianales"
"Coelopyrena","Rubiaceae","Gentianales"
"Coelospermum","Rubiaceae","Gentianales"
"Coffea","Rubiaceae","Gentianales"
"Coleactina","Rubiaceae","Gentianales"
"Colleteria","Rubiaceae","Gentianales"
"Colletoecema","Rubiaceae","Gentianales"
"Commitheca","Rubiaceae","Gentianales"
"Condaminea","Rubiaceae","Gentianales"
"Conostomium","Rubiaceae","Gentianales"
"Coprosma","Rubiaceae","Gentianales"
"Coptophyllum","Rubiaceae","Gentianales"
"Coptosapelta","Rubiaceae","Gentianales"
"Coptosperma","Rubiaceae","Gentianales"
"Cordiera","Rubiaceae","Gentianales"
"Corynanthe","Rubiaceae","Gentianales"
"Coryphothamnus","Rubiaceae","Gentianales"
"Cosmibuena","Rubiaceae","Gentianales"
"Cosmocalyx","Rubiaceae","Gentianales"
"Coussarea","Rubiaceae","Gentianales"
"Coutaportla","Rubiaceae","Gentianales"
"Coutarea","Rubiaceae","Gentianales"
"Cowiea","Rubiaceae","Gentianales"
"Craterispermum","Rubiaceae","Gentianales"
"Cremaspora","Rubiaceae","Gentianales"
"Cremocarpon","Rubiaceae","Gentianales"
"Crobylanthe","Rubiaceae","Gentianales"
"Crocyllis","Rubiaceae","Gentianales"
"Crossopteryx","Rubiaceae","Gentianales"
"Crucianella","Rubiaceae","Gentianales"
"Cruciata","Rubiaceae","Gentianales"
"Cruckshanksia","Rubiaceae","Gentianales"
"Crusea","Rubiaceae","Gentianales"
"Csapodya","Rubiaceae","Gentianales"
"Cubanola","Rubiaceae","Gentianales"
"Cuviera","Rubiaceae","Gentianales"
"Cyanoneuron","Rubiaceae","Gentianales"
"Cyclophyllum","Rubiaceae","Gentianales"
"Damnacanthus","Rubiaceae","Gentianales"
"Danais","Rubiaceae","Gentianales"
"Deccania","Rubiaceae","Gentianales"
"Declieuxia","Rubiaceae","Gentianales"
"Dendrosipanea","Rubiaceae","Gentianales"
"Denscantia","Rubiaceae","Gentianales"
"Dentella","Rubiaceae","Gentianales"
"Deppea","Rubiaceae","Gentianales"
"Diacrodon","Rubiaceae","Gentianales"
"Dialypetalanthus","Rubiaceae","Gentianales"
"Dibrachionostylus","Rubiaceae","Gentianales"
"Dichilanthe","Rubiaceae","Gentianales"
"Dictyandra","Rubiaceae","Gentianales"
"Didymaea","Rubiaceae","Gentianales"
"Didymochlamys","Rubiaceae","Gentianales"
"Didymopogon","Rubiaceae","Gentianales"
"Didymosalpinx","Rubiaceae","Gentianales"
"Diodella","Rubiaceae","Gentianales"
"Diodia","Rubiaceae","Gentianales"
"Dioecrescis","Rubiaceae","Gentianales"
"Dioicodendron","Rubiaceae","Gentianales"
"Diplospora","Rubiaceae","Gentianales"
"Dirichletia","Rubiaceae","Gentianales"
"Discospermum","Rubiaceae","Gentianales"
"Diyaminauclea","Rubiaceae","Gentianales"
"Dolianthus","Rubiaceae","Gentianales"
"Dolichodelphys","Rubiaceae","Gentianales"
"Dolicholobium","Rubiaceae","Gentianales"
"Dolichometra","Rubiaceae","Gentianales"
"Dolichopentas","Rubiaceae","Gentianales"
"Duidania","Rubiaceae","Gentianales"
"Dunnia","Rubiaceae","Gentianales"
"Duperrea","Rubiaceae","Gentianales"
"Duroia","Rubiaceae","Gentianales"
"Durringtonia","Rubiaceae","Gentianales"
"Edithea","Rubiaceae","Gentianales"
"Eizia","Rubiaceae","Gentianales"
"Elaeagia","Rubiaceae","Gentianales"
"Eleuthranthes","Rubiaceae","Gentianales"
"Emmenopterys","Rubiaceae","Gentianales"
"Emmeorhiza","Rubiaceae","Gentianales"
"Empogona","Rubiaceae","Gentianales"
"Enterospermum","Rubiaceae","Gentianales"
"Eosanthe","Rubiaceae","Gentianales"
"Eriosemopsis","Rubiaceae","Gentianales"
"Erithalis","Rubiaceae","Gentianales"
"Ernodea","Rubiaceae","Gentianales"
"Eteriscius","Rubiaceae","Gentianales"
"Euclinia","Rubiaceae","Gentianales"
"Everistia","Rubiaceae","Gentianales"
"Exostema","Rubiaceae","Gentianales"
"Fadogia","Rubiaceae","Gentianales"
"Fadogiella","Rubiaceae","Gentianales"
"Faramea","Rubiaceae","Gentianales"
"Ferdinandusa","Rubiaceae","Gentianales"
"Feretia","Rubiaceae","Gentianales"
"Fergusonia","Rubiaceae","Gentianales"
"Fernelia","Rubiaceae","Gentianales"
"Flagenium","Rubiaceae","Gentianales"
"Fleroya","Rubiaceae","Gentianales"
"Flexanthera","Rubiaceae","Gentianales"
"Fosbergia","Rubiaceae","Gentianales"
"Gaertnera","Rubiaceae","Gentianales"
"Galianthe","Rubiaceae","Gentianales"
"Galiniera","Rubiaceae","Gentianales"
"Galium","Rubiaceae","Gentianales"
"Gallienia","Rubiaceae","Gentianales"
"Galopina","Rubiaceae","Gentianales"
"Ganguelia","Rubiaceae","Gentianales"
"Gardenia","Rubiaceae","Gentianales"
"Gardeniopsis","Rubiaceae","Gentianales"
"Genipa","Rubiaceae","Gentianales"
"Gentingia","Rubiaceae","Gentianales"
"Geophila","Rubiaceae","Gentianales"
"Gillespiea","Rubiaceae","Gentianales"
"Gleasonia","Rubiaceae","Gentianales"
"Glionnetia","Rubiaceae","Gentianales"
"Glossostipula","Rubiaceae","Gentianales"
"Gomphocalyx","Rubiaceae","Gentianales"
"Gonzalagunia","Rubiaceae","Gentianales"
"Greenea","Rubiaceae","Gentianales"
"Greeniopsis","Rubiaceae","Gentianales"
"Guettarda","Rubiaceae","Gentianales"
"Guettardella","Rubiaceae","Gentianales"
"Guihaiothamnus","Rubiaceae","Gentianales"
"Gynochthodes","Rubiaceae","Gentianales"
"Gynopachis","Rubiaceae","Gentianales"
"Gyrostipula","Rubiaceae","Gentianales"
"Habroneuron","Rubiaceae","Gentianales"
"Haldina","Rubiaceae","Gentianales"
"Hallea","Rubiaceae","Gentianales"
"Hamelia","Rubiaceae","Gentianales"
"Hedstromia","Rubiaceae","Gentianales"
"Hedyotis","Rubiaceae","Gentianales"
"Hedythyrsus","Rubiaceae","Gentianales"
"Heinsenia","Rubiaceae","Gentianales"
"Heinsia","Rubiaceae","Gentianales"
"Hekistocarpa","Rubiaceae","Gentianales"
"Henriquezia","Rubiaceae","Gentianales"
"Heterophyllaea","Rubiaceae","Gentianales"
"Hillia","Rubiaceae","Gentianales"
"Himalrandia","Rubiaceae","Gentianales"
"Hindsia","Rubiaceae","Gentianales"
"Hintonia","Rubiaceae","Gentianales"
"Hippotis","Rubiaceae","Gentianales"
"Hodgkinsonia","Rubiaceae","Gentianales"
"Hoffmannia","Rubiaceae","Gentianales"
"Holstianthus","Rubiaceae","Gentianales"
"Homollea","Rubiaceae","Gentianales"
"Homolliella","Rubiaceae","Gentianales"
"Houstonia","Rubiaceae","Gentianales"
"Hutchinsonia","Rubiaceae","Gentianales"
"Hydnophytum","Rubiaceae","Gentianales"
"Hydrophylax","Rubiaceae","Gentianales"
"Hymenocoleus","Rubiaceae","Gentianales"
"Hymenodictyon","Rubiaceae","Gentianales"
"Hyperacanthus","Rubiaceae","Gentianales"
"Hypobathrum","Rubiaceae","Gentianales"
"Hyptianthera","Rubiaceae","Gentianales"
"Isertia","Rubiaceae","Gentianales"
"Isidorea","Rubiaceae","Gentianales"
"Ixora","Rubiaceae","Gentianales"
"Jackiopsis","Rubiaceae","Gentianales"
"Janotia","Rubiaceae","Gentianales"
"Joosia","Rubiaceae","Gentianales"
"Jovetia","Rubiaceae","Gentianales"
"Kadua","Rubiaceae","Gentianales"
"Kailarsenia","Rubiaceae","Gentianales"
"Kajewskiella","Rubiaceae","Gentianales"
"Keenania","Rubiaceae","Gentianales"
"Keetia","Rubiaceae","Gentianales"
"Kelloggia","Rubiaceae","Gentianales"
"Kerianthera","Rubiaceae","Gentianales"
"Khasiaclunea","Rubiaceae","Gentianales"
"Klossia","Rubiaceae","Gentianales"
"Knoxia","Rubiaceae","Gentianales"
"Kochummenia","Rubiaceae","Gentianales"
"Koenania","Rubiaceae","Gentianales"
"Kohautia","Rubiaceae","Gentianales"
"Kraussia","Rubiaceae","Gentianales"
"Kutchubaea","Rubiaceae","Gentianales"
"Ladenbergia","Rubiaceae","Gentianales"
"Lagynias","Rubiaceae","Gentianales"
"Lamprothamnus","Rubiaceae","Gentianales"
"Landiopsis","Rubiaceae","Gentianales"
"Larsenaikia","Rubiaceae","Gentianales"
"Lasianthus","Rubiaceae","Gentianales"
"Lathraeocarpa","Rubiaceae","Gentianales"
"Lecananthus","Rubiaceae","Gentianales"
"Lecariocalyx","Rubiaceae","Gentianales"
"Lelya","Rubiaceae","Gentianales"
"Lemyrea","Rubiaceae","Gentianales"
"Lepidostoma","Rubiaceae","Gentianales"
"Leptactina","Rubiaceae","Gentianales"
"Leptodermis","Rubiaceae","Gentianales"
"Leptomischus","Rubiaceae","Gentianales"
"Leptopetalum","Rubiaceae","Gentianales"
"Leptoscela","Rubiaceae","Gentianales"
"Leptostigma","Rubiaceae","Gentianales"
"Lerchea","Rubiaceae","Gentianales"
"Leucocodon","Rubiaceae","Gentianales"
"Leucolophus","Rubiaceae","Gentianales"
"Limnosipanea","Rubiaceae","Gentianales"
"Lorencea","Rubiaceae","Gentianales"
"Luculia","Rubiaceae","Gentianales"
"Lucya","Rubiaceae","Gentianales"
"Ludekia","Rubiaceae","Gentianales"
"Macbrideina","Rubiaceae","Gentianales"
"Machaonia","Rubiaceae","Gentianales"
"Macrocnemum","Rubiaceae","Gentianales"
"Macrosphyra","Rubiaceae","Gentianales"
"Maguireocharis","Rubiaceae","Gentianales"
"Maguireothamnus","Rubiaceae","Gentianales"
"Malanea","Rubiaceae","Gentianales"
"Manettia","Rubiaceae","Gentianales"
"Manostachya","Rubiaceae","Gentianales"
"Mantalania","Rubiaceae","Gentianales"
"Mapouria","Rubiaceae","Gentianales"
"Margaritopsis","Rubiaceae","Gentianales"
"Maschalocorymbus","Rubiaceae","Gentianales"
"Maschalodesme","Rubiaceae","Gentianales"
"Massularia","Rubiaceae","Gentianales"
"Mastixiodendron","Rubiaceae","Gentianales"
"Mazaea","Rubiaceae","Gentianales"
"Melanopsidium","Rubiaceae","Gentianales"
"Mericarpaea","Rubiaceae","Gentianales"
"Merumea","Rubiaceae","Gentianales"
"Metabolos","Rubiaceae","Gentianales"
"Metadina","Rubiaceae","Gentianales"
"Mexotis","Rubiaceae","Gentianales"
"Meyna","Rubiaceae","Gentianales"
"Micrasepalum","Rubiaceae","Gentianales"
"Microphysa","Rubiaceae","Gentianales"
"Mitchella","Rubiaceae","Gentianales"
"Mitracarpus","Rubiaceae","Gentianales"
"Mitragyna","Rubiaceae","Gentianales"
"Mitrasacmopsis","Rubiaceae","Gentianales"
"Mitriostigma","Rubiaceae","Gentianales"
"Molopanthera","Rubiaceae","Gentianales"
"Monosalpinx","Rubiaceae","Gentianales"
"Morelia","Rubiaceae","Gentianales"
"Morierina","Rubiaceae","Gentianales"
"Morinda","Rubiaceae","Gentianales"
"Morindopsis","Rubiaceae","Gentianales"
"Motleyia","Rubiaceae","Gentianales"
"Mouretia","Rubiaceae","Gentianales"
"Multidentia","Rubiaceae","Gentianales"
"Mussaenda","Rubiaceae","Gentianales"
"Mussaendopsis","Rubiaceae","Gentianales"
"Mycetia","Rubiaceae","Gentianales"
"Myonima","Rubiaceae","Gentianales"
"Myrioneuron","Rubiaceae","Gentianales"
"Myrmecodia","Rubiaceae","Gentianales"
"Myrmeconauclea","Rubiaceae","Gentianales"
"Myrmephytum","Rubiaceae","Gentianales"
"Nargedia","Rubiaceae","Gentianales"
"Nauclea","Rubiaceae","Gentianales"
"Neanotis","Rubiaceae","Gentianales"
"Neblinathamnus","Rubiaceae","Gentianales"
"Nematostylis","Rubiaceae","Gentianales"
"Nenax","Rubiaceae","Gentianales"
"Neobertiera","Rubiaceae","Gentianales"
"Neoblakea","Rubiaceae","Gentianales"
"Neogaillonia","Rubiaceae","Gentianales"
"Neohymenopogon","Rubiaceae","Gentianales"
"Neolamarckia","Rubiaceae","Gentianales"
"Neolaugeria","Rubiaceae","Gentianales"
"Neomussaenda","Rubiaceae","Gentianales"
"Neonauclea","Rubiaceae","Gentianales"
"Nernstia","Rubiaceae","Gentianales"
"Nertera","Rubiaceae","Gentianales"
"Nesohedyotis","Rubiaceae","Gentianales"
"Neurocalyx","Rubiaceae","Gentianales"
"Nichallea","Rubiaceae","Gentianales"
"Nodocarpaea","Rubiaceae","Gentianales"
"Normandia","Rubiaceae","Gentianales"
"Nostolachma","Rubiaceae","Gentianales"
"Notopleura","Rubiaceae","Gentianales"
"Ochreinauclea","Rubiaceae","Gentianales"
"Octotropis","Rubiaceae","Gentianales"
"Oldenlandia","Rubiaceae","Gentianales"
"Oldenlandiopsis","Rubiaceae","Gentianales"
"Oligocodon","Rubiaceae","Gentianales"
"Omiltemia","Rubiaceae","Gentianales"
"Opercularia","Rubiaceae","Gentianales"
"Ophiorrhiza","Rubiaceae","Gentianales"
"Oreopolus","Rubiaceae","Gentianales"
"Oribasia","Rubiaceae","Gentianales"
"Osa","Rubiaceae","Gentianales"
"Otiophora","Rubiaceae","Gentianales"
"Otomeria","Rubiaceae","Gentianales"
"Ottoschmidtia","Rubiaceae","Gentianales"
"Oxyanthus","Rubiaceae","Gentianales"
"Oxyceros","Rubiaceae","Gentianales"
"Pachystigma","Rubiaceae","Gentianales"
"Pachystylus","Rubiaceae","Gentianales"
"Paederia","Rubiaceae","Gentianales"
"Pagamea","Rubiaceae","Gentianales"
"Pagameopsis","Rubiaceae","Gentianales"
"Palicourea","Rubiaceae","Gentianales"
"Paracephaelis","Rubiaceae","Gentianales"
"Parachimarrhis","Rubiaceae","Gentianales"
"Paracoffea","Rubiaceae","Gentianales"
"Paracorynanthe","Rubiaceae","Gentianales"
"Paragenipa","Rubiaceae","Gentianales"
"Paraknoxia","Rubiaceae","Gentianales"
"Parapentas","Rubiaceae","Gentianales"
"Paratriaina","Rubiaceae","Gentianales"
"Patima","Rubiaceae","Gentianales"
"Pauridiantha","Rubiaceae","Gentianales"
"Pausinystalia","Rubiaceae","Gentianales"
"Pavetta","Rubiaceae","Gentianales"
"Payera","Rubiaceae","Gentianales"
"Pentagonia","Rubiaceae","Gentianales"
"Pentaloncha","Rubiaceae","Gentianales"
"Pentanisia","Rubiaceae","Gentianales"
"Pentanopsis","Rubiaceae","Gentianales"
"Pentas","Rubiaceae","Gentianales"
"Pentodon","Rubiaceae","Gentianales"
"Peponidium","Rubiaceae","Gentianales"
"Perakanthus","Rubiaceae","Gentianales"
"Perama","Rubiaceae","Gentianales"
"Peripeplus","Rubiaceae","Gentianales"
"Pertusadina","Rubiaceae","Gentianales"
"Petitiocodon","Rubiaceae","Gentianales"
"Phellocalyx","Rubiaceae","Gentianales"
"Phialanthus","Rubiaceae","Gentianales"
"Phitopis","Rubiaceae","Gentianales"
"Phuopsis","Rubiaceae","Gentianales"
"Phyllacanthus","Rubiaceae","Gentianales"
"Phyllis","Rubiaceae","Gentianales"
"Phyllocrater","Rubiaceae","Gentianales"
"Phyllomelia","Rubiaceae","Gentianales"
"Phyllopentas","Rubiaceae","Gentianales"
"Phylohydrax","Rubiaceae","Gentianales"
"Picardaea","Rubiaceae","Gentianales"
"Pimentelia","Rubiaceae","Gentianales"
"Pinarophyllon","Rubiaceae","Gentianales"
"Pinckneya","Rubiaceae","Gentianales"
"Pitardella","Rubiaceae","Gentianales"
"Pittoniotis","Rubiaceae","Gentianales"
"Placocarpa","Rubiaceae","Gentianales"
"Placopoda","Rubiaceae","Gentianales"
"Platycarpum","Rubiaceae","Gentianales"
"Plectroniella","Rubiaceae","Gentianales"
"Pleiocarpidia","Rubiaceae","Gentianales"
"Pleiocoryne","Rubiaceae","Gentianales"
"Pleiocraterium","Rubiaceae","Gentianales"
"Plocama","Rubiaceae","Gentianales"
"Plocaniophyllon","Rubiaceae","Gentianales"
"Poecilocalyx","Rubiaceae","Gentianales"
"Pogonolobus","Rubiaceae","Gentianales"
"Pogonopus","Rubiaceae","Gentianales"
"Polycoryne","Rubiaceae","Gentianales"
"Polysphaeria","Rubiaceae","Gentianales"
"Polyura","Rubiaceae","Gentianales"
"Pomax","Rubiaceae","Gentianales"
